Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Total Charges,Churn Value,CLTV,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Number_of_Services,Tenure_Group,Monthly_to_Total_Ratio
0,1,0,1,-1.2367242199587352,1,1,0.32033821111309646,-0.9442789348560564,1,-0.11605990668064058,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.5299145299145299
1,1,1,1,-0.4223169455581282,0,1,-0.6983433499887373,-0.6071269484511997,1,-1.100021367984705,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,3,2,0.048363917753703294
0,0,1,1,-1.1145631287986442,0,0,-1.2068532320395708,-0.9479628122264837,1,-0.2546936520877425,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.2154486936766376
0,1,1,1,-0.8295205827584317,1,1,1.1612074931971548,-0.4593968481532852,1,-1.5742502166029013,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6,1,0.0804389043527371
0,0,1,1,-0.5037576729981889,1,1,0.9750862291785486,-0.21941539957317285,1,-1.46604826896809,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,5,2,0.052764382639901304
1,1,0,1,-1.2367242199587352,1,1,0.9784098231788811,-0.9318816948430017,1,-0.5792994949921761,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,4,1,0.5590504451038576
0,1,0,1,-1.0738427650786138,1,1,0.5230774451333633,-0.7839310030857802,1,0.5339971068441237,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0.15976977274982632
0,0,0,1,-1.1145631287986442,1,1,0.31867641411292996,-0.8580717925588712,1,0.7377210863752918,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.22141155449672423
1,1,1,1,0.3106496014024181,1,0,1.330710787214099,0.8171659268564674,1,-0.7678075756371988,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,6,3,0.02535719038459212
0,0,0,1,-0.21871512695797646,1,1,0.3469269631157543,-0.15458356968283835,1,0.09865333315718794,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.038956665889605516
0,1,1,1,-0.38159658183809786,1,0,0.36022133911708304,-0.22991555303618733,1,-1.9318238404273165,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.04296431007047056
1,1,0,1,0.06632741908223598,1,1,1.1728400721983174,0.5295367230660378,1,-1.5488903851259923,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,5,3,0.02874174087905774
0,1,1,1,-1.2774445836787656,1,1,0.6726391751483144,-0.9682792856286608,1,1.0809241390294586,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0.9883720930232558
1,1,1,1,-0.9109613101984924,1,1,0.7075369121518029,-0.6377891612948763,1,-1.2124499541990013,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0.1030415519099509
1,1,1,1,-0.7888002190384014,0,1,-0.6385186579827569,-0.7423936312982674,1,0.3852194288462583,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,2,0.0761705685618729
1,1,0,1,0.26992923768238775,1,1,0.7158458971526335,0.43512357848263117,1,-0.87600952327201,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,0.026415671870217323
1,1,1,1,-0.015113308357824713,1,1,0.5180920541328647,0.13959720044901006,1,1.3302958152190625,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.030937758697033284
0,1,1,1,0.10704778280226633,1,1,1.1794872601989819,0.5505370299920666,1,-1.400112707128127,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,5,3,0.02841070112792609
1,1,0,1,0.9621754209229036,1,0,1.1811490571991479,1.4712196037017962,1,0.6506523316379046,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,5,4,0.01786143585999341
0,1,0,1,-0.8295205827584317,1,0,-1.5209328650709681,-0.9027415630685437,1,-0.7314584838536294,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0.08100618205073545
0,1,1,1,-1.2774445836787656,1,0,0.3502505571160864,-0.972558759939217,1,-0.9774488491796456,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0.9868938401048493
0,0,1,1,-1.1552834925186746,1,1,0.8122301231622688,-0.853042307286671,1,1.1899714143801667,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,1,0.2569124423963134
0,0,1,1,-1.2774445836787656,1,1,0.6959043331506402,-0.967970457585631,1,0.4055072940277854,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0.9884659746251442
0,1,1,1,-0.8295205827584317,1,1,-0.10342002392926519,-0.6908855255500771,1,1.0733161895863859,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,1,0.08625393494228752
0,0,0,1,1.3286586944031769,1,0,1.3456669602155942,1.9882639251715315,1,-0.17269686364573708,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6,5,0.015506674131478918
1,1,0,1,-0.9516816739185228,0,1,-1.156999322034587,-0.8959473461218873,1,-1.5446637465465076,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.11982396479295859
0,1,0,1,-0.9516816739185228,1,0,0.00792037508186511,-0.7132534995238095,1,-0.3527516671317901,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,5,1,0.0978841954672088
0,1,1,1,-1.0331224013585834,1,0,-1.4876969250676457,-0.9450730641095618,1,0.06653087995310336,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0.14430014430014432
1,0,0,1,0.6771328748826912,1,0,0.8404806721650927,1.0003891929568822,1,0.5568209551733417,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4,4,0.019798823723410103
1,0,0,1,0.43281069256250915,1,1,1.5284646302338678,1.0624415704599484,1,-1.4136379505824783,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,7,3,0.023619612275800297
0,1,0,1,1.3286586944031769,1,1,1.3539759452164248,2.0761696217053807,1,1.115582575381234,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,6,5,0.0151002268612282
1,0,0,1,0.9621754209229036,1,1,1.3224018022132684,1.5507207656360478,1,1.5788221636927695,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,6,4,0.018039391612675024
1,1,0,1,-0.9109613101984924,1,1,0.6809481601491449,-0.6284360834202584,1,-0.6993360306495449,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0.09955623029312158
0,1,0,1,0.43281069256250915,1,0,-0.28621769394753876,0.09686863478123939,1,-1.9005467149391289,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,0.02245730512338519
1,1,1,1,-1.2774445836787656,1,1,0.8238627021634315,-0.9662719033489668,1,0.5035653090718331,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,1,0.9889563776918829
1,0,0,1,-0.5037576729981889,1,1,0.9900424021800438,-0.16768670236567554,1,1.0175245603371863,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,2,0.049746139478599426
1,1,1,1,-1.2774445836787656,1,1,-0.6335332669822583,-0.985617774330193,1,-1.779664851565863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.9785867237687366
0,0,1,1,-1.2367242199587352,1,0,0.8222009051632655,-0.934528792354686,1,-1.9740902262221647,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0.5507692307692308
0,1,1,1,-1.1960038562387048,1,1,0.15914390209698223,-0.9077048709029517,1,-1.2885294486297278,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3114643976712942
0,1,1,1,-1.2774445836787656,1,1,0.32698539911376057,-0.9728675879822469,1,-0.45672697618711655,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0.9867724867724867
0,0,1,1,-0.9924020376385531,1,0,-1.4993295040688086,-0.9332934801825666,1,0.8721281932029088,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0.1188747731397459
1,1,0,1,-1.2367242199587352,1,0,-1.4926823160681442,-0.9899413669326106,1,-1.7230278946007667,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0.5379403794037941
0,1,1,1,-1.1552834925186746,0,1,-1.3464441800535252,-0.9634042143779755,1,-1.9969140745513825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.24987120041215868
0,1,1,1,-1.2367242199587352,1,0,0.16246749609731476,-0.9417421330740257,1,-1.7559956755207482,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.47656517276770444
0,1,1,1,-1.1552834925186746,1,0,-0.6351950639824246,-0.9214918371096408,1,-1.2986733812204914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.23769851601145534
0,1,1,1,-1.2774445836787656,1,1,0.3419415721152558,-0.9726690556688705,1,0.370003529960113,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0.9868507560815253
1,0,1,1,0.7992939660427822,0,1,-0.518869273970796,0.11963367338172431,1,1.0116072663259077,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,3,4,0.019260159097143303
0,1,1,1,-1.2367242199587352,0,1,-0.9991286070188055,-0.9783161970271305,1,-1.0602909653375479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0.5486166007905139
1,1,0,1,-1.2774445836787656,1,0,0.5064594751317021,-0.970485200221731,1,-1.9901514528242068,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0.9876543209876543
1,0,1,1,-1.2367242199587352,1,1,-0.5155456799704636,-0.9655880698251151,1,-0.7821781468074471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.5347448425624322
0,1,1,1,-1.1960038562387048,1,1,0.3436033691154218,-0.8863516176420317,1,0.47736014987902725,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0.27640780272359217
1,1,0,1,-1.1960038562387048,1,1,-0.4856333339674735,-0.9315949259459025,1,-0.9529343454186336,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0.2964824120603015
0,1,1,1,-0.30015585439803716,1,1,0.5014740841312035,-0.11664183868203007,1,0.11386923204333327,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.03960125970193667
1,1,1,1,-1.2774445836787656,1,0,-1.502653098069141,-0.9971547076519502,1,-0.7137066018197932,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0.9513381995133819
0,1,0,1,-1.1552834925186746,1,1,0.7042133181514708,-0.8375567868433179,1,1.047956358109477,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0.22482343709128957
1,1,1,1,-1.1960038562387048,1,1,-0.6451658459834212,-0.9433524507269669,1,-1.648639055601834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.3182456140350877
1,0,0,1,0.025607055362205634,1,1,0.9883806051798778,0.364335779191007,1,-0.05688696656785319,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,3,0.030419597302473803
0,0,1,1,-0.0965540357978854,1,0,0.895319973170575,0.2110688332644861,1,-1.621588568693131,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,3,0.03323487305873186
0,1,1,1,0.5142514200025698,1,1,0.7474200401557899,0.7332308765901445,1,0.7343397755117039,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,4,3,0.022129505161437593
1,1,1,1,-0.9109613101984924,1,0,1.1229861621933337,-0.5608248011426552,1,-0.627483174798303,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,1,0.09761775048288841
1,0,1,1,-0.5037576729981889,1,1,1.1229861621933337,-0.19276795128888433,1,0.8822721257936723,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,5,2,0.05344939798242759
0,1,1,1,-0.7073594915983407,1,1,0.7025515211513048,-0.4456760593843883,1,-0.6942640643541631,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0.06760851599700918
0,1,1,1,-0.4223169455581282,1,0,0.8138919201624348,-0.1640690024330404,1,-1.0476110495990936,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,2,0.04675590014930456
1,1,0,1,-1.1960038562387048,1,1,0.18407085709947407,-0.9136387811583108,1,-1.15158635865442,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.3350011913271384
1,1,1,1,-0.7073594915983407,1,1,0.9501592741760567,-0.3684249303350681,1,0.730113136932219,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,2,0.06457302943312695
0,1,1,1,-1.2774445836787656,1,0,-1.491020519067978,-0.9970002936304354,1,-0.128739822419095,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0.9521531100478469
0,1,0,1,-1.1145631287986442,1,1,0.8022593411612722,-0.8054166112222844,1,-0.03744442910222305,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,1,0.19532022410194444
1,1,0,1,0.025607055362205634,1,1,1.0315873271841969,0.3339823943903603,1,-0.20228333370213078,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,4,3,0.031536499053575834
1,1,1,1,-1.2367242199587352,1,1,0.572931355138347,-0.9243154077887707,1,-1.1405970983477594,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0.4416913546997037
1,1,1,1,-1.2367242199587352,1,0,-0.6451658459834212,-0.9662939624948976,1,-0.7796421636597562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5011049723756906
0,1,1,1,-1.2774445836787656,1,1,-0.4174996569606623,-0.9827500853592017,1,-0.2217258711677609,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0.981203007518797
0,0,1,1,0.5549717837226001,1,1,1.503537675231376,1.1448986579489144,1,-1.6883694582489912,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,7,3,0.02256040034455884
1,1,1,1,1.2064976032430856,1,1,1.0631614701873533,1.6966420159676447,1,0.5204718633897724,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,5,5,0.015792308696787674
0,1,1,1,-0.9109613101984924,1,1,1.1213243651931677,-0.538898010087537,1,0.662486919660462,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,5,1,0.09299032334198726
1,1,1,1,-1.0738427650786138,1,1,0.684271754149477,-0.7898428541952084,1,0.24827633887095032,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0.17402385564277703
1,1,0,1,0.3106496014024181,1,1,1.2143849972024705,0.8088496288405929,1,-1.5421277633988166,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,5,3,0.024622639216353513
1,1,1,1,-1.2774445836787656,1,1,0.15914390209698223,-0.9750955617212478,1,-1.148205047790832,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.9858256555634302
1,1,1,1,1.0436161483629645,1,1,1.2791950802089493,1.6491045564869808,1,1.4410337460015648,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,6,4,0.017155009844400323
1,1,1,1,1.5322605130033284,1,1,1.304122035211441,2.192862503678797,1,0.12147718148640593,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,6,5,0.014342552560628314
0,1,1,1,-1.2367242199587352,1,1,0.7125223031523015,-0.9269404461545244,1,-1.2099139710513103,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,1,0.47968836950473015
1,1,0,1,-0.46303730927815856,1,1,1.5434208032353631,0.01648510700975942,1,-0.23440578690621536,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,7,2,0.04797032052111643
0,1,0,1,-0.6666391278783103,1,1,0.8205391081630994,-0.3747779643631105,1,-0.5953607215942184,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,4,2,0.062497816593886465
1,0,0,1,-1.0331224013585834,1,1,1.0249401391835322,-0.7215036201018922,1,-0.9596969671458093,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0.14813667002401795
1,1,0,1,1.125056875803025,1,0,0.8703930181680831,1.4001670946590032,1,-0.2445497194969789,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,4,4,0.016674611322968613
0,1,0,1,0.7178532386027215,1,0,1.4553455622265583,1.4695651677569934,1,-0.10676130180577399,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,7,4,0.01934351444303865
0,0,1,1,-1.1552834925186746,1,1,0.46823814412788106,-0.8766014751406613,1,0.7613902624204066,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0.2683798502382573
1,1,1,1,-1.2774445836787656,1,0,-0.6767399889865777,-0.9861913121243912,1,-0.7424477441602899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.9779735682819384
0,0,1,1,0.9214550572028734,1,1,1.1711782751981514,1.424829219809529,1,1.0809241390294586,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,5,4,0.01814783224143876
0,1,0,1,-0.8295205827584317,1,0,-1.4943441130683104,-0.9044842355970693,1,-1.4770375292747504,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0.08586296617519515
1,1,1,1,-1.2774445836787656,1,1,0.8354952811645946,-0.9661174893274519,1,1.3108532777534325,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,1,0.988998899889989
0,1,1,1,1.2064976032430856,1,1,1.1761636661986499,1.8238129922581445,1,1.0141432494735985,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,5,5,0.015612699056066973
1,1,1,1,-1.2774445836787656,1,0,-0.46402997296531395,-0.9833677414452612,1,-0.5767635118444853,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.9806949806949807
1,0,0,1,-0.5037576729981889,1,1,0.2954112561106046,-0.3601086323191933,1,1.2246298507319422,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0.050290201433936504
0,1,1,1,-1.1960038562387048,1,1,1.0083221691818711,-0.8701602045288961,1,1.2347737833227057,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4,1,0.30836575875486383
1,1,1,1,-0.4223169455581282,1,1,0.9933659961803764,-0.07728832234165671,1,-0.6215658807870242,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,2,0.04495262520481584
1,1,0,1,-1.1552834925186746,1,1,0.5264010391336954,-0.864976305235181,1,-1.1160825945867474,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1,0.25175698891144777
1,1,0,1,1.0843365120829946,1,0,0.6909189421501416,1.2374808934200725,1,1.6092539614650603,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,4,0.016821841849124497
0,1,1,1,1.125056875803025,0,1,-0.46402997296531395,0.32985733410131896,1,0.4570722846975001,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,3,4,0.016774534407607976
0,1,1,1,-0.7073594915983407,1,0,1.3406815692150957,-0.3074975692744679,1,-1.9259065464160376,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,6,2,0.06636148382004735
1,1,1,1,-0.9109613101984924,1,1,1.506861269231708,-0.545493694720817,1,1.185744775800682,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,7,1,0.10542947428899742
0,1,1,1,-1.0738427650786138,1,0,0.6360796411446599,-0.7862692725544347,1,-0.37050354916562633,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,1,0.1682880353023769
0,1,0,1,1.247217966963116,1,1,1.1894580421999785,1.7363264194969787,1,0.8560669666008666,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,6,5,0.016175086666613044
1,1,0,1,0.7178532386027215,1,1,1.2991366442109427,1.2080319336025847,1,1.1933527252437546,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,6,4,0.020691785052501546
0,1,1,1,-1.2774445836787656,0,0,-1.3348116010523623,-0.9949267339129494,1,1.1561583057442884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.9609375
0,1,1,1,-0.8295205827584317,1,1,1.1346187411944968,-0.5112358410904361,1,0.979484813121823,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5,1,0.08815009581532154
0,1,1,1,-0.9516816739185228,1,0,1.114677177192503,-0.5983474083707802,1,-1.2225938867897648,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,5,1,0.10632774472687939
1,1,1,1,-0.62591876415828,1,0,0.966777244177718,-0.28857082206592516,1,0.45622695698160315,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,2,0.057695263271140065
1,0,1,1,-0.9516816739185228,1,1,1.1877962451998125,-0.600509204671989,1,-0.3062586427574572,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,5,1,0.10928664636798607
1,0,1,1,-0.9109613101984924,1,1,0.2688225041079463,-0.7019592168072897,1,-1.0239418735539785,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.10563329224969187
1,0,0,1,-1.2774445836787656,1,1,0.2920876621102721,-0.9733308300467916,1,-0.026455168795562537,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.9865861837692823
0,0,1,1,-1.1960038562387048,1,1,0.48651791112970877,-0.9153152762490441,1,-0.7601996261941262,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0.38534336326134433
0,1,1,1,-0.7888002190384014,1,1,0.544680806135523,-0.5856413403146955,1,0.34295304305141017,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,0.08512535403335782
0,0,1,1,-1.1552834925186746,1,1,0.6593447991469852,-0.8469098647179357,1,-1.6342684844315856,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0.23428413181944058
0,1,1,1,-1.0738427650786138,1,1,0.4748853321285456,-0.8140858555730505,1,-0.9613876225776032,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0.1815154994259472
0,1,1,1,-1.1960038562387048,1,0,0.32033821111309646,-0.910572559873943,1,-1.9833888310970311,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.34317343173431736
1,0,1,1,0.10704778280226633,1,1,1.1396041321949948,0.4923891213187349,1,-1.966482276779092,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,5,3,0.02915979745642958
1,0,1,1,-1.2367242199587352,1,0,-0.6584602219847502,-0.9682131081908687,1,1.2677415642426872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.5217643644805572
1,1,0,1,-1.2774445836787656,1,0,-0.6667692069855808,-0.9860589572488071,1,-0.5919794107306305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.9781181619256017
1,1,1,1,-1.2774445836787656,1,1,-0.6335332669822583,-0.985617774330193,1,-0.7010266860813388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.9785867237687366
1,0,1,1,-0.9924020376385531,1,0,1.1811490571991479,-0.6385612314024508,1,0.5779541480707658,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,5,1,0.12035759284814303
1,1,1,1,-1.0331224013585834,1,0,-1.5126238800701375,-0.9562349919504972,1,0.07498415711207299,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0.16990291262135923
0,1,1,1,-1.2367242199587352,1,1,1.0382345151848615,-0.9286610595371191,1,-0.8531856749427921,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,1,0.5460750853242321
0,1,1,1,-1.2774445836787656,1,0,0.8570986421667539,-0.9658307204303528,1,-1.4990160498880716,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,1,0.9890770070999454
1,0,0,1,0.47353105628253944,0,1,-1.1437049460332582,-0.40590341927133167,1,0.3623955805170403,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0.02230469611229514
1,1,1,1,1.5729808767233588,1,1,1.438727592224897,2.317276086727959,1,0.6760121631148135,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,7,5,0.014343269415848616
1,1,1,1,-1.2774445836787656,1,1,0.17077648109814536,-0.974941147699733,1,0.8171818916696062,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.9858956276445698
1,0,0,1,1.2064976032430856,1,1,1.2958130502106107,1.8104451498241392,1,0.550903661162063,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,6,5,0.016250675479884402
